"","logFC","CI.L","CI.R","AveExpr","t","P.Value","adj.P.Val","B"
"ENSG00000004700",1.20694675643039,0.572667733561451,1.84122577929933,4.31903989044628,3.89709318174086,0.00055026540300061,0.00110705109008248,-0.541205933004355
"ENSG00000005001",3.00314292262014,1.36177921385078,4.64450663138949,3.41181529068596,3.7523534338966,0.000838481399744548,0.00161840867819147,-0.836010225367914
"ENSG00000005007",1.68639320226057,1.17257406773095,2.2002123367902,7.0959755291994,6.72173824457673,2.62870423801573e-07,1.5903223936413e-06,6.737059715341
"ENSG00000005020",2.95682547076119,2.19737162880255,3.71627931271983,6.578683433919,7.97365303494257,1.0696983020383e-08,1.37949558620728e-07,9.95440851068068
"ENSG00000005238",2.18299598006027,0.981007135569741,3.38498482455081,4.15266934339577,3.71950824375697,0.000882346483459755,0.00169584604098147,-0.934861006604241
"ENSG00000005302",1.89913585186687,1.09748987286675,2.70078183086699,4.9223247658373,4.85183966484352,4.11676719136993e-05,0.000111834921301558,1.902803100563
"ENSG00000005339",2.32858741726125,1.69083416054411,2.9663406739784,8.55892027439905,7.47778351566613,3.7167263288751e-08,3.4954138412408e-07,8.64514644039055
"ENSG00000005379",1.34209098863665,0.406952572947194,2.27722940432611,4.42044830023005,2.93926733849465,0.00650841307509909,0.0103968399727893,-2.92520108421739
"ENSG00000005483",0.822641230421503,0.316297787332291,1.32898467351072,8.33317676294778,3.32734863945642,0.00245324190860302,0.00427362111890758,-2.30531441661482
"ENSG00000005486",1.31503679278176,0.566420801009396,2.06365278455413,4.48002243140559,3.59759135052939,0.00121652152540515,0.00226620036511601,-1.31921182253494
"ENSG00000005810",0.943395601156364,0.290809979302476,1.59598122301025,7.55232484956449,2.96066570225637,0.00617453225468032,0.00990341644357296,-3.15757652610091
"ENSG00000005844",6.8848935451186,5.40776516619387,8.36202192404334,3.75007784611668,9.55318315233995,2.97016881784606e-10,1.19662564068137e-08,13.4604097395694
"ENSG00000005893",5.32412887226227,4.34652296655452,6.30173477797003,5.49630718697784,11.153669444236,7.76412243392334e-12,1.03973628312314e-09,17.0691818156598
"ENSG00000006062",1.09197591081308,0.235490378002918,1.94846144362323,4.87839085279647,2.6111153207082,0.0143139112549506,0.0213954831334806,-3.66811683508099
"ENSG00000006125",0.811790112508662,0.348305505782853,1.27527471923447,7.16008453468898,3.58708335839158,0.00125050819428539,0.00232223279516904,-1.61728817924817
"ENSG00000006459",2.09634591046055,1.14375592159095,3.04893589933015,6.57065373232135,4.50945449257838,0.00010749899384596,0.000257715691751737,0.839160393420458
"ENSG00000006576",1.94646594851241,0.932507814088427,2.96042408293639,3.26564878954774,3.93151388292381,0.00050187299564653,0.00102099474306536,-0.307019520239572
"ENSG00000006652",5.34032047649469,4.50785439156314,6.17278656142625,5.88073637140086,13.1381373453892,1.59409679635981e-13,1.54033671633483e-10,20.8393680249028
"ENSG00000006712",1.37994199674816,0.875280223701417,1.8846037697949,7.00782301468089,5.6000699211228,5.31946606298862e-06,1.89570777087315e-05,3.75264655545305
"ENSG00000006831",1.71146411203086,0.78614334735475,2.63678487670698,5.33072013709333,3.78798730975703,0.000735888294619837,0.00143937994347776,-0.929209964564394
"ENSG00000007168",0.836503699537068,0.36157302948907,1.31143436958507,6.78575327120648,3.6072037714738,0.00118621939192716,0.00221670086054313,-1.53181710198263
"ENSG00000007237",5.33855154250478,3.77907390571463,6.89802917929493,3.86408161244332,7.02076796845467,1.42879320024905e-07,9.78743929968874e-07,7.530553179996
"ENSG00000007306",3.22153056476813,1.10839257756911,5.33466855196715,2.95743381221459,3.12937158373222,0.00420087402564348,0.006989665135281,-2.29440409532461
"ENSG00000007341",1.18041163946527,0.247410139669854,2.11341313926069,3.06539266877995,2.59109996246123,0.0149996834399044,0.0222978408609461,-3.45937834648806
"ENSG00000007392",0.843702978890748,0.15889493506862,1.52851102271288,4.63851283952077,2.52321208587494,0.0175591371073964,0.0257921019028464,-3.84728915495868
"ENSG00000007516",1.49118459615282,0.184835641491051,2.79753355081459,2.57519673720051,2.33778858324523,0.0267389256267624,0.0378267675731673,-3.96435361813581
"ENSG00000007944",3.14783965983426,2.26127701025473,4.03440230941379,5.91863079376126,7.27170410733305,6.29300537492515e-08,5.14478891700674e-07,8.22427276068767
"ENSG00000008083",3.14152661390069,2.28331444098783,3.99973878681355,6.7098248722196,7.49685480330642,3.54086943416116e-08,3.39039139778493e-07,8.77055819080014
"ENSG00000008128",2.55187602116751,1.5313880539712,3.57236398836382,3.62860981152155,5.12135297637354,1.96739744965835e-05,5.87685044026125e-05,2.75366044033342
"ENSG00000008130",4.16967280124164,3.24843458092045,5.09091102156284,6.88166480138714,9.27388545532102,5.23032110738412e-10,1.72075754633246e-08,12.9506746484395
"ENSG00000008513",1.92267898359376,1.02053033577725,2.82482763141028,6.37712062671612,4.36511102676595,0.000156093038066377,0.000359702522039532,0.492715099752455
"ENSG00000008516",7.65311231928945,5.88605188477494,9.42017275380395,4.14192835939828,8.88517803731552,1.63771783189434e-09,3.77745931715479e-08,11.8482800886612
"ENSG00000009790",7.61589412520729,6.15668115377317,9.07510709664142,3.56344566559904,10.6945416007034,2.33666278275751e-11,2.22169897384584e-09,15.8058450718246
"ENSG00000010244",2.6095792135098,2.05084899662279,3.16830943039681,6.80843361010585,9.56536070739522,2.4373510468778e-10,1.05818875587736e-08,13.6962361730026
"ENSG00000010270",1.37163214434366,0.668999728931952,2.07426455975537,4.86137547247985,3.99799732515024,0.000419938118962132,0.000869506018094937,-0.350689698393621
"ENSG00000010278",1.21537371364999,0.26921093566875,2.16153649163123,6.04510946596387,2.63172611713271,0.0136854903019086,0.0205206815629313,-3.77752413880276
"ENSG00000010327",7.29016624442987,5.59264950418118,8.98768298467855,2.72625755082835,8.80960245692667,1.91044547929459e-09,4.1853722620122e-08,11.6883671539034
"ENSG00000010404",1.75435791299665,1.01280491571461,2.49591091027869,6.8831302898067,4.8451701408585,4.19266750136117e-05,0.000113539967538997,1.72860946816575
"ENSG00000010539",4.94520801814735,3.70518878999844,6.18522724629627,4.29475704086617,8.17039302668132,6.98572941051936e-09,1.0186649195383e-07,10.4469828694487
"ENSG00000010610",4.60416002215012,3.30193448092964,5.90638556337061,3.22389679446934,7.24285012974238,7.01372243790753e-08,5.55486185843425e-07,8.21244560664189
"ENSG00000010810",2.29788175967759,1.01718724347606,3.57857627587913,3.32422061192762,3.674643014949,0.000993346481622305,0.00188970355087332,-0.986628520090115
"ENSG00000010818",1.73736901455558,0.785780856466562,2.6889571726446,7.96961492598348,3.74280619527761,0.000850705742646853,0.00163797218719076,-1.25709243158672
"ENSG00000011132",2.73339095246833,1.66298688934336,3.8037950155933,2.86552066064878,5.22982347684454,1.46189879146758e-05,4.50850914994284e-05,3.08589924005305
"ENSG00000011198",3.65015060692553,2.64292789870702,4.65737331514405,5.16949673378857,7.42195474888226,4.28445209195998e-08,3.86128630240336e-07,8.65627400145412
"ENSG00000011275",1.28349513089564,0.813724659616994,1.75326560217428,5.8996631046999,5.59553398254983,5.38556638378097e-06,1.91495756084478e-05,3.80847334763932
"ENSG00000011304",0.614266870632742,0.168160801119167,1.06037294014632,6.64526534389108,2.82001869644492,0.00870459908190477,0.013574434651591,-3.42099412764776
"ENSG00000011422",6.54260502674315,4.81756472961384,8.26764532387247,6.19140702276911,7.78686155006119,2.46852315848197e-08,2.59344952385045e-07,9.19769376776254
"ENSG00000011600",5.35805269471176,3.56750509316387,7.14860029625964,5.0082640858531,6.1437297539086,1.53289994658323e-06,6.69490707033229e-06,5.17662538559662
"ENSG00000012048",1.48348883548242,0.556905095488371,2.41007257547647,3.86007282952402,3.27893369091165,0.00277689934979292,0.0047935292334479,-2.02667605745876
"ENSG00000012232",3.48344178940913,2.59764429317631,4.36923928564196,4.43624900863256,8.05391674461292,8.76978144022451e-09,1.19590760207673e-07,10.222775990054
"ENSG00000012660",3.35701454133535,2.21891998295269,4.49510909971801,6.43806370300516,6.0507306443753,1.81113241597407e-06,7.6841798353777e-06,4.8737851452392
"ENSG00000012779",3.74284920243583,2.84643619811993,4.63926220675173,6.86658086441881,8.55442635724339,2.77381414655394e-09,5.30652412584203e-08,11.2928204129096
"ENSG00000012822",1.90376216320293,1.29010217900942,2.51742214739644,6.85245090636552,6.35357137696892,6.97040550377111e-07,3.49828576413748e-06,5.78049054341741
"ENSG00000013288",3.0219282683304,2.07792707144068,3.96592946522011,4.58932084962496,6.55608586673213,4.06977490455999e-07,2.28156956324035e-06,6.47081597888439
"ENSG00000013364",3.14096773240371,2.48823311789569,3.79370234691174,6.91569757738473,9.85507327230966,1.26918404000244e-10,6.89565820133896e-09,14.3449012815831
"ENSG00000013374",1.51793069301134,0.896124696456197,2.13973668956648,6.58298838412018,4.9995401834228,2.74672862616833e-05,7.87097521929127e-05,2.15522535088719
"ENSG00000013441",3.70274395072129,2.92404173785602,4.48144616358655,6.70641301484034,9.73834820004867,1.64867443588009e-10,8.0387674545374e-09,14.0910491296095
"ENSG00000013563",1.09479972079718,0.403478248966773,1.78612119262758,4.27579257813034,3.24330400809869,0.00304092890588357,0.00519460151583561,-2.16223504876158
"ENSG00000013588",2.28153499786324,0.884991027147266,3.67807896857922,5.00563445288175,3.35123949394404,0.00237819062104241,0.00415888107869619,-1.99951386765933
"ENSG00000013810",4.67835780625419,3.60044325762871,5.75627235487967,4.55545927630963,8.88877938025451,1.16766021214323e-09,2.95580436458147e-08,12.179029655524
"ENSG00000014164",3.6990367896515,2.80546855475907,4.59260502454394,4.46991590855891,8.47801060690723,3.11309010503172e-09,5.79463971515598e-08,11.2300683902492
"ENSG00000015153",2.57872038639981,1.84003809398892,3.31740267881071,3.89886421786386,7.14956455785561,8.61881117770885e-08,6.56106138331911e-07,8.00242892703411
"ENSG00000015285",5.65011011983229,3.74324428722351,7.55697595244107,4.30589833248175,6.08341956092874,1.79370820395918e-06,7.63751795935687e-06,5.07582247430113
"ENSG00000015475",3.31870320767234,2.232780113679,4.40462630166568,5.77226621886332,6.26274565348953,9.4199333944746e-07,4.49000831125141e-06,5.59025997354276
"ENSG00000017260",0.678329845176161,0.121107842405603,1.23555184794672,5.77234190106351,2.49313442462964,0.018817344972133,0.0274115697862786,-4.05879047066732
"ENSG00000018280",7.09789891544023,5.46416560975557,8.73163222112489,4.55904565519388,8.91213162160186,1.50866180045329e-09,3.53309270904185e-08,11.9341740293607
"ENSG00000019582",4.98926030529089,3.76621804375373,6.21230256682806,7.97402847105773,8.3714545463006,5.69343109395644e-09,8.75449467939065e-08,10.587220264945
"ENSG00000020633",5.02869002091221,3.63888481227283,6.41849522955159,3.19657287223686,7.41306214433849,4.61814592366326e-08,4.08839212683336e-07,8.61708039469133
"ENSG00000020922",0.800374384670266,0.136661539952745,1.46408722938779,5.30357889584417,2.46971014134512,0.0198542132833035,0.0288072424687394,-4.0601245143051
"ENSG00000021355",4.47267131161144,3.04615627827287,5.89918634495,6.45708547903276,6.43366710876416,6.8462268080054e-07,3.44412298891616e-06,5.91520883562508
"ENSG00000021574",2.1903958430496,1.38795490038057,2.99283678571864,4.62870902162162,5.59039575890781,5.4614433239168e-06,1.93831291988805e-05,3.91040619019669
"ENSG00000022277",1.94453071813987,1.30474564120347,2.58431579507627,6.99524309150446,6.2246326866539,9.83813727346163e-07,4.64223370700115e-06,5.4298293988383
"ENSG00000022567",2.95467018282077,2.11946774970874,3.7898726159328,6.27730081043114,7.24519844648436,6.73649949585309e-08,5.40773412419391e-07,8.1537160748962
"ENSG00000023287",1.1712973066711,0.635939700211067,1.70665491313113,7.3171513820013,4.48080654211134,0.000113549992908646,0.000270449231607065,0.715247741679751
"ENSG00000023318",3.40008573321824,2.56526023599486,4.23491123044162,5.47939853677189,8.3411741721361,4.33715090241918e-09,7.23467206670202e-08,10.8889938562404
"ENSG00000023445",3.31308980345828,2.15982052562814,4.46635908128841,5.72966743202653,5.88870930190969,2.61807078240123e-06,1.04630561450996e-05,4.57939056267469
"ENSG00000023608",1.43127444841838,0.276510263736482,2.58603863310028,4.35727705892809,2.53907138404403,0.0169634708265198,0.0249866275164292,-3.76689781963161
"ENSG00000023892",3.9427589378551,2.83241242286124,5.05310545284896,5.46412783979426,7.2779791589799,6.86486679090414e-08,5.48322967681517e-07,8.16658096025393
"ENSG00000023902",4.52623456861912,3.2287417125877,5.82372742465054,4.67728925310022,7.15112211176182,9.68694011819656e-08,7.20684089544702e-07,7.87685888297431
"ENSG00000023909",1.37395653716533,0.568906759339483,2.17900631499118,4.90120729366822,3.49529058336829,0.00158936435433723,0.00288280737906111,-1.63782979765237
"ENSG00000024048",2.9971625915016,2.2289613246706,3.7653638583326,7.30931381301329,7.99039614349131,1.02620690646334e-08,1.33843282121447e-07,9.96524760279724
"ENSG00000025293",1.66803411390752,1.01984446475355,2.31622376306149,6.22194131126172,5.27030638750082,1.30861075922276e-05,4.07943314711148e-05,2.91583531541253
"ENSG00000025708",6.22006451360271,4.71699569998804,7.72313332721738,5.93055679438417,8.49272924680093,4.32685733351725e-09,7.23018620862601e-08,10.923345654097
"ENSG00000025770",2.0458872429258,1.11560373545984,2.97617075039176,3.52603247922674,4.50401055261292,0.000106585541451321,0.000255848353476182,1.11729853611288
"ENSG00000026025",3.34329973846306,2.13993220326365,4.54666727366248,7.71509187063995,5.70365145396258,4.82889601625317e-06,1.75107335326221e-05,3.83761404007185
"ENSG00000026103",4.60105441684627,3.47846157828707,5.72364725540548,3.67365745213879,8.39398384489027,3.81503629841037e-09,6.60847519855577e-08,11.0133147964037
"ENSG00000026297",4.78637318683358,3.377096892021,6.19564948164616,5.16956641133794,6.96616292725111,1.66165788798549e-07,1.09909055540993e-06,7.35658737963794
"ENSG00000026508",5.39975942293386,4.13522611716314,6.66429272870457,7.28493495546325,8.76540690625265,2.39522929348471e-09,4.83651947592429e-08,11.4560889599628
"ENSG00000026751",3.72858588382544,1.6981036202116,5.75906814743928,3.55685174857809,3.77012670035927,0.000823571658838994,0.00159318806352821,-0.829709309152976
"ENSG00000026950",5.34806621802514,3.8392332258878,6.85689921016248,4.33139303416387,7.27007383677585,7.69895904932935e-08,6.00506174249577e-07,8.12457989344754
"ENSG00000027697",5.02369365998316,3.78973487070608,6.25765244926025,5.67217896733494,8.34526484037859,5.00618822729885e-09,8.04309328847054e-08,10.7714397053
"ENSG00000028137",7.66440860801562,5.82966262460218,9.49915459142906,5.16505047391953,8.57657123447524,3.82537078459122e-09,6.60847519855577e-08,11.0562205082442
"ENSG00000028277",3.98294438920839,2.69440016249723,5.27148861591955,2.83144738069256,6.33049893381268,7.41292221829587e-07,3.68630044202705e-06,5.94568509372711
"ENSG00000029363",0.649122973403209,0.147401013048527,1.15084493375789,7.87639659486315,2.64970116017983,0.0130733858627068,0.0196898071887559,-3.86965028110218
"ENSG00000030582",6.10560601910711,5.12786156747382,7.0833504707404,5.89264414403467,12.7921658885111,3.31194585605538e-13,2.09933207995831e-10,20.1425015581467
"ENSG00000031003",0.722724037499307,0.17894453777402,1.26650353722459,6.62033560524448,2.72196599451758,0.0110153455860044,0.0168626478556963,-3.63505911879431
"ENSG00000031081",3.12529750448031,2.09859024735399,4.15200476160663,4.4773014940447,6.23415735590697,9.59038179292524e-07,4.55698900985174e-06,5.61725637987119
"ENSG00000032444",4.21002503407483,3.03342788051694,5.38662218763271,4.97393302953302,7.33083753957941,5.69149679743454e-08,4.76362249559926e-07,8.39764792603389
"ENSG00000033178",1.15067514547549,0.567359481034171,1.7339908099168,5.98596858144952,4.04000702183429,0.0003751027287504,0.00078504881024847,-0.354673215007802
"ENSG00000033327",4.5484579337701,3.00335080939014,6.09356505815007,6.21734930449751,6.04389042764551,1.98862880112504e-06,8.30385711071447e-06,4.8644246689366
"ENSG00000033627",2.78429770156186,2.09742314490428,3.47117225821945,5.28757553308463,8.30178087680592,4.77377186856197e-09,7.81222425581535e-08,10.7949930535751
"ENSG00000033800",2.68111173283428,2.0181243646911,3.34409910097746,6.49823049325328,8.28214225961891,5.00797129154416e-09,8.04309328847054e-08,10.7068464972582
"ENSG00000033867",2.26880016728573,1.43968986729439,3.09791046727707,4.34698801251948,5.60424304878603,5.25937459084156e-06,1.87710711748204e-05,3.96501790695723
"ENSG00000034152",3.00655496122478,2.14995850244327,3.86315142000628,6.15612256537712,7.1882951256103,7.79923334120334e-08,6.06337780933454e-07,8.0137780306112
"ENSG00000034713",1.21517995756651,0.583560854437817,1.84679906069521,6.72421937332889,3.9402009190458,0.000490335430613767,0.00100002343935558,-0.674489281652174
"ENSG00000035403",1.75735054622644,0.965460457307672,2.5492406351452,6.479397377867,4.54492289637147,9.53239918554104e-05,0.000232335430546332,0.942240923693425
"ENSG00000035664",5.63545173787784,4.40638997135624,6.86451350439945,3.87340685599627,9.39109924324859,3.6794248879511e-10,1.39378373843184e-08,13.2749248788674
"ENSG00000035681",2.20647029410758,1.30256517070682,3.11037541750835,5.53887998993614,4.99928923345609,2.74861783531644e-05,7.87356775807178e-05,2.23930172520363
"ENSG00000035862",5.42775395425171,4.15454138368951,6.70096652481392,4.70779219667475,8.73651447527373,1.89673889831693e-09,4.16494074946822e-08,11.7183983049586
"ENSG00000036054",1.59287279494199,1.00542486959197,2.18032072029202,5.43184617248606,5.55321831357702,6.04348963775969e-06,2.10635995145965e-05,3.73434432021029
"ENSG00000036257",0.772402995622075,0.306939229262353,1.2378667619818,7.06150780897168,3.39852991268218,0.00204255328078269,0.00362256978057859,-2.06960263300434
"ENSG00000037637",0.786740553167423,0.145148886957981,1.42833221937686,4.64537358162418,2.51134193883742,0.0180461137977893,0.0264216892499816,-3.85074245400051
"ENSG00000037749",2.71520171016058,1.79081263720843,3.63959078311274,3.07574242252501,6.01561899615486,1.72513989787494e-06,7.38192175922364e-06,5.13825128608022
"ENSG00000038219",2.98884218092864,2.25713790457231,3.72054645728497,8.85522239719706,8.36566399326173,4.08650354359051e-09,6.90132783169779e-08,10.8480174711542
"ENSG00000038274",0.684410626458139,0.189201021300152,1.17962023161613,6.40455146587904,2.83048404330753,0.00848690621447287,0.0132610524711928,-3.37705660613331
"ENSG00000038358",1.15368861797504,0.413340063278409,1.89403717267167,5.01895183291906,3.19143057775684,0.00346883081800677,0.00586430615670496,-2.38971841779747
"ENSG00000038427",7.19194527379403,5.33998050964838,9.04391003793968,4.47227028230334,7.9730529686798,1.57874424297856e-08,1.83729501373809e-07,9.67658273186652
"ENSG00000038532",0.980992978297775,0.184076565601242,1.77790939099431,5.36059705649616,2.52107725461233,0.0176458144781821,0.0258983018901374,-3.94974731703656
"ENSG00000039319",2.41065443575677,1.59864186115395,3.2226670103596,6.86943065082278,6.08002312800838,1.4504478917561e-06,6.40541502778309e-06,5.05833592092291
"ENSG00000039523",1.00023308950897,0.26014444151896,1.74032173749899,6.55481010916434,2.76790067533311,0.00986918483142483,0.0152430489566581,-3.50625004461466
"ENSG00000039650",3.01419258261023,2.13971731418067,3.88866785103978,4.26178453600713,7.05921634546282,1.0888621226919e-07,7.90297791034704e-07,7.76985525277712
"ENSG00000042429",1.39041151376655,0.580744740560659,2.20007828697244,4.41083735243342,3.51698134646678,0.00150204156954976,0.0027380006217943,-1.52087933594715
"ENSG00000042445",1.56331461868614,0.467860308524416,2.65876892884787,3.57329772381245,2.92270610843725,0.00677848754541663,0.010781174235835,-2.7914559990783
"ENSG00000042980",4.83223652467022,3.58132550665044,6.08314754269,3.36803386828411,7.91142640616976,1.24851741262365e-08,1.56196099463495e-07,9.87553910093668
"ENSG00000043462",6.37050272677624,4.20822366176187,8.5327817917906,6.37096805122758,6.04885198032609,1.96303060644274e-06,8.20778144505611e-06,4.87562162249532
"ENSG00000044446",2.16389143847536,1.43523429625299,2.89254858069773,4.4049376079555,6.08198394148545,1.44281666575695e-06,6.37763870665603e-06,5.21577630929222
"ENSG00000044574",3.41609688244901,2.70060142780047,4.13159233709755,7.19623784176825,9.77814170024229,1.50770811038777e-10,7.70179252846996e-09,14.1683878144933
"ENSG00000047365",1.58178511776884,0.45549404027349,2.70807619526418,5.9558894261448,2.87960860487078,0.00763746024966419,0.0120226774923522,-3.21228830024602
"ENSG00000047410",1.47915420257044,0.785173095112256,2.17313531002863,8.58817434814793,4.36514657087144,0.000155596963702848,0.000358646286275558,0.358288970287544
"ENSG00000047578",1.51799215263797,0.880698166495618,2.15528613878032,5.94673742381927,4.87823516913377,3.8296043153868e-05,0.000104933365506333,1.8782467090163
"ENSG00000047644",2.59485047139254,1.95303378097501,3.23666716181008,6.48905275156498,8.28007663963439,5.03327777307527e-09,8.04309328847054e-08,10.7059038396551
"ENSG00000048052",1.86147484517067,0.397625358356775,3.32532433198457,3.10908697908472,2.60582600788185,0.0145671122214219,0.0217431872843452,-3.47809753332552
"ENSG00000048392",1.22373249468427,0.464582079810227,1.98288290955832,6.19239746866967,3.30135088059098,0.00262223296355831,0.00454883981344872,-2.24995251343283
"ENSG00000048707",1.21958565299343,0.70361155294423,1.73555975304263,7.4462145215574,4.8408032467211,4.24311869415154e-05,0.000114742811558569,1.67246024416906
"ENSG00000048740",5.39800464932047,4.18642737538245,6.60958192325849,5.16577924759813,9.1321482769569,7.80478995117763e-10,2.25556057312453e-08,12.5889691389381
"ENSG00000048828",0.96112198809675,0.424026431108136,1.49821754508536,7.67003534177531,3.6648818636554,0.00101924127947271,0.0019335487001649,-1.44817092592584
"ENSG00000049239",2.1907857334916,0.991806960962683,3.38976450602053,5.09067017097242,3.74504919074884,0.000841423432403498,0.00162276957308163,-1.01233961770267
"ENSG00000049860",3.67480614371245,2.79096343095805,4.55864885646686,4.73454674658932,8.51515337585685,2.84633149971262e-09,5.41258397985352e-08,11.3159332554164
"ENSG00000051009",2.12074645943563,1.45692030637891,2.78457261249235,3.62129853599676,6.54285685380299,4.21485463971749e-07,2.33945346844331e-06,6.47567224921049
"ENSG00000051108",0.874925869818264,0.320630294132689,1.42922144550384,6.28130869341143,3.23268116247462,0.00312420755938696,0.00531870465078805,-2.4264023823833
"ENSG00000051523",4.76055159378312,3.58505835911309,5.93604482845315,5.835843767939,8.30193358138699,5.60843947645875e-09,8.67314007909689e-08,10.6492902136059
"ENSG00000052344",2.16766351494776,0.396003420126747,3.93932360976878,3.90246726726055,2.51009937051308,0.0183454640563725,0.0267980753184806,-3.71708660046765
"ENSG00000052749",1.75773403427606,1.0331234757644,2.48234459278772,5.05514609710393,4.96799935266743,2.99465465515214e-05,8.46660019660616e-05,2.19824031840896
"ENSG00000052841",1.95924483469357,1.32250150315474,2.59598816623239,5.67355764021205,6.30169430539622,8.00556152082576e-07,3.9254796644974e-06,5.72324554847159
"ENSG00000053254",1.56696022591571,0.983865386573897,2.15005506525753,7.18011368694992,5.5036626012773,6.91762051462096e-06,2.35963281990063e-05,3.47344291578532
"ENSG00000053918",2.26530798199947,1.26806966291157,3.26254630108737,4.28955196918431,4.65223156842901,7.10969147597164e-05,0.000180456344243295,1.45747008333892
"ENSG00000054267",1.47183776937192,0.871454536657486,2.07222100208635,8.24355756596703,5.02070165513938,2.59200585306568e-05,7.47718193293341e-05,2.13632736739199
"ENSG00000054523",1.54332311987094,0.87537110478419,2.21127513495768,7.03604455176782,4.73199878587855,5.71573102542933e-05,0.000148646527871395,1.4081733424252
"ENSG00000054611",2.42891977779452,1.71942555599346,3.13841399959558,5.22850062041505,7.01128038293702,1.23311952496991e-07,8.72023623529166e-07,7.60181867887761
"ENSG00000054654",1.56543454201874,0.740310979195174,2.3905581048423,8.51140801040257,3.88761276260615,0.000573246678333454,0.00114963708449578,-0.915690716908196
"ENSG00000054967",7.35168881646517,5.84077241148489,8.86260522144544,4.01714531799924,9.97591995442177,1.25274817305427e-10,6.84547679850576e-09,14.302158327125
"ENSG00000054983",4.97621641748066,4.0195228707072,5.93290996425412,4.23366334448691,10.6526937512867,2.22540729754711e-11,2.1758611026759e-09,15.9748860436673
"ENSG00000055208",0.898372770987505,0.282430191409467,1.51431535056554,7.666121704043,2.98709736993226,0.00578452148355735,0.00932348368633044,-3.09964648171069
"ENSG00000055211",1.38599725715582,0.84054883085707,1.93144568345457,4.61722573892238,5.20405292200477,1.56873671950622e-05,4.80371939744449e-05,2.88939376320823
"ENSG00000055332",1.68472950873337,0.744104310540778,2.62535470692597,7.75274492520824,3.67160274770169,0.00102476754084821,0.0019417078075697,-1.43486480293199
"ENSG00000055483",1.56825863414308,0.911899673749452,2.22461759453671,6.16450429512655,4.89338397579121,3.67392473909591e-05,0.000101192573636512,1.90691826554704
"ENSG00000055609",1.87878855391317,1.17736613239709,2.58021097542925,8.98877908643238,5.48569033273329,7.26517735484616e-06,2.46089441716698e-05,3.37327274962906
"ENSG00000055917",0.81772531158992,0.31125496077612,1.32419566240372,7.56308275799141,3.30663639190749,0.00258699263140424,0.0044934464631698,-2.33331182629713
"ENSG00000056558",3.80678433082555,2.58902652980246,5.02454213184864,4.30349662938613,6.40514625805489,6.3658276280045e-07,3.26048329620844e-06,6.04005058199773
"ENSG00000057252",3.12668067349853,2.30175996465584,3.95160138234123,4.8432691762181,7.76254891038327,1.81086068601569e-08,2.04485313570513e-07,9.49054260666647
"ENSG00000057657",4.77815288975269,3.22593218153217,6.3303735979732,5.44087825953638,6.31748989846895,9.4030599923852e-07,4.48637090801724e-06,5.63717148565469
"ENSG00000057704",3.90484701737381,2.87198976040052,4.9377042743471,5.73538421989738,7.74593920944254,2.00823015225892e-08,2.19474164226181e-07,9.38080449760885
"ENSG00000058063",2.0175874399618,1.36314454421638,2.67203033570721,6.71223775480006,6.31384090904444,7.75001212373977e-07,3.82194581288992e-06,5.68553632020658
